Number,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Gender,Age,BloodType,Kilograms,FeetInches
2854,Mr.,John,J,Everly,Kilmer,5/28/1995,male,21,O+,79.5,"5' 8"""
2855,Mr.,Miguel,D,Sebastian,Leverett,5/9/2005,male,11,B+,30.5,"4' 10"""
2856,Mr.,Casey,R,Blair,George,1/18/2000,male,16,O+,68.5,"5' 9"""
2857,Mr.,Joseph,A,Kranz,Moran,10/3/1994,male,22,A+,110.0,"6' 0"""
2858,Mr.,Albert,A,Whitaker,Chen,9/16/1995,male,21,A+,88.2,"5' 7"""
2859,Mr.,Allen,M,Campos,Whitehurst,6/11/2008,male,8,A+,27.1,"4' 1"""
2860,Mr.,Jacob,L,Epperson,Waterbury,8/3/2001,male,15,B+,67.1,"5' 3"""
2861,Mr.,Jeffrey,K,Green,Stuckey,5/23/1994,male,22,O+,82.5,"5' 10"""
2862,Mr.,David,B,Jones,Krieg,8/13/2007,male,9,O-,29.9,"4' 0"""
2863,Mr.,Ryan,B,Thomas,Thiessen,12/5/2009,male,6,O+,25.6,"4' 0"""
2864,Mr.,James,S,Moreno,McKnight,5/27/2012,male,4,O+,16.8,"3' 6"""
2865,Mr.,Alejandro,R,Tarantino,Mowbray,5/15/1996,male,20,B+,85.9,"5' 5"""
2866,Mr.,Angel,S,Breslin,Gosnell,3/17/1995,male,21,AB+,99.2,"5' 9"""
2867,Mr.,Carlos,S,Johnson,Sanders,11/23/2007,male,8,O+,20.4,"4' 6"""
2868,Dr.,Terry,V,Slocum,Hatton,2/23/2012,male,4,B+,19.4,"3' 5"""
2869,Mr.,Larry,J,Churchill,Cockrell,9/7/1997,male,19,O+,55.5,"5' 7"""
2870,Mr.,Jose,G,Ryman,Crocker,8/10/2007,male,9,O+,26.5,"4' 2"""
2871,Mr.,John,J,Sander,Wilson,11/14/2012,male,4,O+,14.0,"3' 7"""
2872,Mr.,Albert,V,Monroe,Gerrish,7/22/2008,male,8,O+,25.8,"4' 1"""
2873,Mr.,Timothy,C,Encarnacion,Knox,8/21/2000,male,16,O+,80.0,"5' 10"""
2874,Mr.,James,A,Jones,Green,10/24/2003,male,13,B+,49.6,"5' 0"""
2875,Mr.,Mark,A,Rodriguez,Calabrese,4/17/2010,male,6,O+,27.3,"3' 9"""
2876,Mr.,Alex,C,Smith,Chandler,12/5/2002,male,13,A+,60.8,"4' 11"""
2877,Mr.,Carl,D,Williams,Little,9/10/2012,male,4,O+,19.6,"3' 5"""
2878,Mr.,Lee,S,Rodriquez,Parish,12/29/2000,male,15,O+,79.8,"5' 9"""
2879,Mr.,Mark,K,Sherman,Doolan,2/23/1998,male,18,B+,85.5,"5' 9"""
2880,Mr.,Brad,M,Wilson,Dye,3/15/2011,male,5,A+,21.3,"3' 5"""
2881,Mr.,Steven,K,Salazar,Ferguson,9/8/2014,male,2,O+,10.7,"2' 8"""
2882,Mr.,Daniel,A,Hess,Pacheco,12/18/2006,male,9,O+,25.4,"4' 5"""
2883,Mr.,Kenneth,J,Rios,Vreeland,4/23/2005,male,11,O+,39.8,"4' 6"""
2884,Mr.,Mauricio,S,Rich,Salas,7/25/2011,male,5,AB+,14.3,"3' 10"""
2885,Mr.,Tomas,A,Dillon,McCray,7/26/2005,male,11,O+,35.8,"5' 1"""
2886,Mr.,Ricardo,M,Shriver,Foust,8/7/2003,male,13,B+,57.3,"5' 5"""
2887,Mr.,Andy,S,Jones,Maya,9/19/2013,male,3,B+,17.5,"3' 0"""
2888,Mr.,Stephen,T,Nava,Westerberg,8/7/2005,male,11,A+,47.2,"4' 8"""
2889,Mr.,Johnny,S,Matheny,Reyes,7/9/1999,male,17,A+,66.7,"5' 4"""
2890,Mr.,Lee,D,Lin,Olson,2/10/1998,male,18,A+,86.8,"5' 9"""
2891,Mr.,Herbert,C,Triplett,Raleigh,2/23/1994,male,22,B+,106.2,"5' 7"""
2892,Mr.,Michael,C,Millet,Hermanson,7/11/2009,male,7,O+,24.2,"4' 0"""
2893,Mr.,Donald,N,Jiminez,Stoker,2/22/2008,male,8,O-,37.7,"4' 4"""
2894,Mr.,Mark,P,Farley,Thompson,12/4/1997,male,18,A+,78.3,"5' 6"""
2895,Mr.,Sean,C,Glover,Jock,6/29/1998,male,18,B+,83.5,"5' 6"""
2896,Mr.,Rico,P,Williams,Hardy,9/22/2001,male,15,O+,48.2,"5' 6"""
2897,Mr.,Steven,E,Reyes,Arwood,8/8/2000,male,16,A+,85.9,"5' 6"""
2898,Mr.,Frank,J,Griggs,Ostrowski,10/21/2006,male,10,B+,46.8,"4' 6"""
2899,Mr.,Frederic,E,Barnes,Fasching,4/4/2004,male,12,A+,41.7,"5' 1"""
2900,Mr.,Otis,C,Hill,Reyes,1/24/1998,male,18,B+,93.6,"5' 7"""
2901,Mr.,Anthony,L,Hall,Nelson,6/16/2010,male,6,B+,23.8,"4' 0"""
2902,Mr.,Kevin,J,Sunderman,Devane,12/14/1995,male,20,O+,60.1,"5' 10"""
2903,Mr.,Bill,C,Adams,Scott,12/5/1997,male,18,B+,81.6,"5' 9"""
2904,Mr.,Guillermo,J,Gerber,Burke,5/27/1996,male,20,AB+,79.3,"6' 1"""
2905,Mr.,John,J,Harrell,Lara,4/24/2006,male,10,O+,49.2,"4' 4"""
2906,Mr.,James,A,Coffelt,Lucia,9/23/2011,male,5,B+,24.9,"3' 8"""
2907,Mr.,Jose,L,Smith,Palermo,12/23/2004,male,11,B+,37.6,"4' 7"""
2908,Mr.,David,A,Brown,Wickham,8/10/2008,male,8,O-,34.4,"3' 10"""
2909,Mr.,Phillip,K,Larson,Morita,9/17/2003,male,13,A+,64.7,"5' 1"""
2910,Mr.,Roy,J,Harris,Frazier,7/30/2013,male,3,B+,16.1,"3' 2"""
2911,Mr.,Cory,M,Kurtz,Flores,7/13/2011,male,5,O+,23.5,"3' 8"""
2912,Dr.,Sidney,D,Craddock,Green,5/20/2000,male,16,A+,65.1,"5' 11"""
2913,Mr.,Richard,C,Harris,Leonard,9/17/2012,male,4,B+,19.2,"3' 2"""
2914,Mr.,Kendrick,D,Gonzales,Williams,10/10/1999,male,17,B+,84.1,"6' 0"""
2915,Mr.,James,A,Wright,Kyler,12/1/1995,male,20,B+,61.9,"5' 7"""
2916,Dr.,Alejandro,R,Bennett,Miller,7/22/2008,male,8,B+,29.5,"4' 5"""
2917,Mr.,William,K,Palacio,Martinez,10/15/2012,male,4,O-,18.9,"3' 6"""
2918,Mr.,Robert,S,Rodriguez,Mason,3/31/1998,male,18,B+,85.9,"5' 11"""
2919,Mr.,Martin,E,Durkin,Krauss,9/27/2005,male,11,O+,48.7,"4' 9"""
2920,Mr.,Lawrence,A,Jones,Cable,11/20/1995,male,21,A+,83.9,"5' 11"""
2921,Mr.,Robin,M,Short,Cahill,5/24/2012,male,4,A+,13.2,"3' 5"""
2922,Mr.,Jason,D,Forrest,Lamb,6/8/2011,male,5,AB+,24.5,"3' 10"""
2923,Mr.,Gordon,B,Lanclos,Gardner,12/5/1993,male,22,B+,83.1,"5' 7"""
2924,Mr.,James,E,Herrington,Alexander,10/6/2000,male,16,A-,47.7,"5' 5"""
2925,Mr.,Frank,R,Norman,Conley,2/21/1997,male,19,B+,56.5,"5' 8"""
2926,Mr.,John,M,Wimmer,Decker,2/8/1997,male,19,A+,63.9,"5' 11"""
2927,Mr.,Mary,V,Mejia,Longley,11/12/2003,male,13,AB+,34.4,"5' 5"""
2928,Mr.,Ross,B,Lehman,Geis,8/29/1996,male,20,O+,96.2,"5' 5"""
2929,Mr.,Leon,C,Webb,Davis,3/30/1994,male,22,O+,97.6,"5' 7"""
2930,Mr.,Paul,C,Evans,Devries,11/12/2004,male,12,B+,56.2,"4' 11"""
2931,Mr.,Eric,R,Bilodeau,Rodgers,12/15/2002,male,13,O+,44.2,"5' 7"""
2932,Mr.,Rudy,J,Mesa,Johnson,9/12/2012,male,4,O-,20.7,"3' 4"""
2933,Mr.,Ronald,I,Feliciano,Turner,10/20/1994,male,22,B+,108.3,"6' 3"""
2934,Mr.,Richard,M,Edwards,Pena,4/22/2001,male,15,B+,74.4,"6' 0"""
2935,Mr.,Nicholas,K,Jaeger,Walton,7/16/1995,male,21,O+,60.4,"5' 11"""
2936,Mr.,Joshua,A,Nevins,Dorrough,7/15/2000,male,16,O+,51.4,"5' 10"""
2937,Mr.,Carl,M,Jones,Holley,10/27/2011,male,5,AB-,22.0,"3' 6"""
2938,Mr.,Dennis,H,Hale,Lee,7/30/2006,male,10,A+,31.1,"4' 4"""
2939,Mr.,Joseph,R,Doxey,Wu,2/5/2010,male,6,A+,28.2,"3' 9"""
2940,Mr.,Ernest,D,Kim,Rice,10/2/2007,male,9,B+,31.5,"4' 0"""
2941,Mr.,Bernard,E,Rosner,Loman,4/13/2002,male,14,A+,64.6,"5' 6"""
2942,Mr.,Carl,H,Cotton,Wallace,2/28/1999,male,17,O+,53.3,"5' 10"""
2943,Mr.,Richard,S,Washington,Evans,11/8/2000,male,16,A-,74.7,"5' 10"""
2944,Mr.,Frank,B,Boyd,Keller,11/27/2009,male,6,B+,22.3,"3' 6"""
2945,Mr.,Donald,C,Korando,Duby,4/21/1996,male,20,AB+,72.7,"6' 0"""
2946,Mr.,Martin,E,Davis,James,6/11/2013,male,3,O+,15.8,"3' 2"""
2947,Mr.,Rex,D,Griswold,Wilson,6/24/1994,male,22,A+,78.7,"5' 10"""
2948,Mr.,Patrick,A,McGreevy,Hundley,2/17/2011,male,5,O+,22.9,"3' 7"""
2949,Mr.,John,K,See,Bauer,9/10/2005,male,11,B+,38.8,"5' 0"""
2950,Mr.,Gregory,G,Morales,Dorsey,1/5/2010,male,6,B+,18.7,"4' 0"""
2951,Mr.,Jeff,R,Hamm,Adams,12/27/2006,male,9,A+,42.2,"4' 0"""
2952,Mr.,Joseph,J,Marchetti,Trevino,5/31/1999,male,17,A+,57.0,"5' 3"""
2953,Mr.,Larry,S,Miller,Brice,4/3/2000,male,16,O+,46.5,"5' 7"""
2954,Mr.,Larry,A,Holland,Ratcliff,5/28/1995,male,21,O+,95.4,"6' 0"""
2955,Mr.,George,J,Adams,Nichols,5/23/2002,male,14,A+,66.6,"4' 11"""
2956,Mr.,Brian,C,Dalton,Martinez,9/25/2006,male,10,B+,41.1,"4' 6"""
2957,Mr.,Edward,D,Santiago,Hill,6/18/2013,male,3,O+,13.2,"3' 5"""
2958,Mr.,Harvey,A,Brown,Babbitt,8/22/2013,male,3,O+,13.5,"3' 0"""
2959,Mr.,Mark,M,Anderson,Murrah,6/28/2012,male,4,A+,15.0,"3' 4"""
2960,Mr.,Benjamin,H,Owen,Horton,5/8/2001,male,15,B+,54.1,"6' 0"""
2961,Mr.,Joe,V,Melendez,Hollifield,9/30/1994,male,22,O+,60.4,"5' 7"""
2962,Mr.,Willie,M,Christy,Iler,9/8/2005,male,11,A+,30.1,"4' 10"""
2963,Mr.,Felipe,B,Anderson,Gil,11/24/1996,male,19,B+,97.2,"5' 9"""
2964,Mr.,Ryan,L,Rushing,Robertson,5/7/2010,male,6,A+,21.8,"3' 8"""
2965,Mr.,Thomas,A,Tanner,Davis,2/26/2014,male,2,O+,11.1,"2' 11"""
2966,Dr.,Lloyd,F,Will,Vargas,3/6/1996,male,20,O+,91.9,"5' 6"""
2967,Mr.,Jeff,L,Diehl,Wyatt,10/13/1995,male,21,O+,94.8,"5' 10"""
2968,Mr.,Brian,D,Beltran,Hatch,8/12/2010,male,6,O+,23.9,"4' 0"""
2969,Mr.,Jose,P,Snyder,Simon,12/30/2006,male,9,A+,25.6,"4' 1"""
2970,Mr.,John,B,Vacca,Pickett,2/5/2011,male,5,A+,22.4,"3' 10"""
2971,Mr.,Bruce,E,Dugan,Edwards,11/24/2003,male,12,O+,42.3,"4' 8"""
2972,Mr.,Morris,F,Hundley,Hicks,8/25/1995,male,21,AB+,89.1,"5' 9"""
2973,Mr.,Mark,T,Matthew,Coughlin,2/28/2001,male,15,B+,41.3,"5' 7"""
2974,Mr.,Robert,M,Williams,Evans,8/6/1998,male,18,O+,87.7,"5' 8"""
2975,Mr.,Matthew,L,Kelly,Pantano,2/2/2005,male,11,B+,40.3,"5' 2"""
2976,Mr.,Justin,P,Blake,Craig,11/26/1998,male,17,O+,89.6,"5' 11"""
2977,Mr.,Stephen,M,Thompson,Laws,5/1/1996,male,20,AB+,60.3,"5' 9"""
2978,Mr.,Robert,T,Maillet,Smith,9/23/2011,male,5,O+,19.3,"3' 5"""
2979,Mr.,James,B,Herndon,Bergman,12/1/1995,male,20,A+,58.4,"6' 1"""
2980,Mr.,Pedro,M,Nelson,Schultz,1/27/1995,male,21,B+,101.9,"6' 3"""
2981,Mr.,Sean,R,Moore,Cole,5/17/2005,male,11,B+,56.9,"5' 1"""
2982,Mr.,Lewis,M,Jordan,Tanner,2/4/2014,male,2,B+,15.3,"2' 8"""
2983,Mr.,David,D,Bath,Flores,5/23/1998,male,18,O+,88.5,"5' 8"""
2984,Mr.,Robert,M,Gonzalez,Reese,10/25/2005,male,11,AB-,26.9,"4' 8"""
2985,Mr.,Thomas,S,Ruiz,Jones,6/15/1994,male,22,O+,98.7,"5' 7"""
2986,Mr.,Terry,B,Demeo,Carney,12/19/1996,male,19,O+,58.9,"5' 8"""
2987,Mr.,Ronnie,A,Lassiter,Moran,7/31/2007,male,9,O+,34.2,"4' 7"""
2988,Mr.,Ricky,D,Saxon,Korando,3/18/1999,male,17,O+,81.1,"6' 0"""
2989,Mr.,Chris,L,Needham,Riddle,1/3/1996,male,20,B+,92.2,"5' 9"""
2990,Mr.,Nathan,L,Thomas,Allen,10/5/1998,male,18,O+,63.7,"6' 1"""
2991,Mr.,David,A,Dougherty,Mullins,12/13/1997,male,18,B+,91.3,"6' 2"""
2992,Mr.,Scott,L,Harter,Cash,12/6/1996,male,19,B+,72.6,"6' 0"""
2993,Mr.,Jeffrey,D,Coward,Kircher,11/27/2007,male,8,O+,24.5,"4' 4"""
2994,Mr.,Charles,I,Davison,Fuller,10/19/2007,male,9,O+,30.0,"4' 6"""
2995,Mr.,Harold,P,Phillips,Weathers,11/8/2009,male,7,A+,21.4,"4' 0"""
2996,Mr.,Jerome,J,Perkins,Steele,2/9/1997,male,19,B+,88.8,"6' 0"""
2997,Dr.,Tim,K,Pifer,Clifton,1/12/1999,male,17,B+,77.1,"5' 10"""
2998,Mr.,James,J,Dotson,Pierce,12/28/2004,male,11,O+,36.7,"5' 0"""
2999,Mr.,Troy,B,Jimenez,Abernathy,2/25/2012,male,4,A+,19.1,"3' 2"""
3000,Mr.,Robert,S,Healey,Morell,12/11/2001,male,14,O+,55.6,"4' 11"""
3001,Mr.,Joseph,O,Cole,Guerra,2/17/2014,male,2,B+,11.8,"2' 11"""
3002,Mr.,Joseph,N,Fairley,Hollis,2/4/2008,male,8,A-,28.1,"4' 1"""
3003,Mr.,Stanley,B,Layton,McKinney,3/20/2008,male,8,A+,28.3,"4' 0"""
3004,Mr.,Jeffrey,V,Hart,Brown,6/20/2005,male,11,A+,42.7,"4' 9"""
3005,Mr.,Lonnie,S,Mallery,Moore,7/13/2011,male,5,A+,17.5,"3' 4"""
3006,Mr.,John,E,Wolfenbarger,Miller,3/11/1999,male,17,A+,77.5,"6' 1"""
3007,Mr.,Roland,L,Hazard,Flowers,9/17/2002,male,14,A+,70.6,"5' 2"""
3008,Mr.,Patrick,M,Witt,Hatfield,7/1/2012,male,4,A+,16.5,"3' 8"""
3009,Mr.,Willie,G,Ervin,Yang,11/21/2001,male,14,A+,47.9,"5' 10"""
3010,Mr.,William,A,Young,Adams,7/13/2014,male,2,O-,12.2,"3' 1"""
3011,Mr.,Sanford,N,Harley,Butler,4/6/1997,male,19,B+,81.5,"5' 7"""
3012,Mr.,Miguel,C,Yeldell,Jourdan,4/8/2010,male,6,O+,18.0,"4' 0"""
3013,Mr.,Joe,J,Wilson,Cade,8/26/2003,male,13,O+,58.3,"5' 7"""
3014,Mr.,Robert,K,Williams,Preston,10/6/1996,male,20,B+,95.9,"5' 9"""
3015,Mr.,Jimmie,E,Brooks,Rayburn,7/29/1994,male,22,O+,100.5,"6' 2"""
3016,Mr.,Tyrone,M,Roman,Burr,1/18/1999,male,17,O+,87.6,"5' 5"""
3017,Mr.,Amos,L,Katz,Saito,2/2/2002,male,14,B-,56.3,"5' 9"""
3018,Mr.,Patrick,B,Yates,Howell,2/26/2013,male,3,O+,13.2,"3' 0"""
3019,Mr.,Carl,G,Pressley,Sanchez,8/15/1998,male,18,O-,79.8,"5' 10"""
3020,Dr.,Alton,W,White,Canfield,7/8/2002,male,14,O+,72.5,"5' 3"""
3021,Mr.,Wallace,D,Chilson,Counts,12/7/1993,male,22,B-,95.5,"5' 6"""
3022,Mr.,Lynn,J,Martinez,Muldoon,5/15/2001,male,15,B+,49.1,"5' 9"""
3023,Mr.,Glenn,M,Flores,Jefferson,11/8/2001,male,15,O+,44.7,"5' 4"""
3024,Mr.,Robert,E,Murray,Slayton,2/4/1995,male,21,O+,60.0,"6' 2"""
3025,Mr.,Bobby,B,Edge,Gilmore,2/14/2004,male,12,B+,30.7,"4' 6"""
3026,Mr.,William,J,Yang,Chavez,9/4/2010,male,6,A+,17.8,"3' 7"""
3027,Mr.,Robert,D,Nolan,Locke,5/30/2011,male,5,O+,14.0,"3' 8"""
3028,Mr.,Fidel,B,Buckner,Arango,3/6/1999,male,17,AB+,58.4,"5' 4"""
3029,Mr.,Andreas,L,House,Buffington,4/13/2012,male,4,A+,21.7,"3' 2"""
3030,Mr.,Ramiro,P,Krueger,Miller,10/21/1997,male,19,O-,71.3,"5' 11"""
3031,Mr.,Thomas,J,Jackson,Elliott,9/5/1994,male,22,A+,78.5,"5' 11"""
3032,Mr.,Tad,D,Rosenberg,Hoffman,3/13/1995,male,21,A+,79.4,"5' 11"""
3033,Mr.,Gilbert,J,Shaw,Storie,9/28/1998,male,18,B+,89.7,"5' 10"""
3034,Mr.,Richard,C,Tang,Hughes,9/1/2004,male,12,A+,53.7,"5' 0"""
3035,Mr.,David,M,Romero,O'Brian,9/12/2008,male,8,A+,33.3,"4' 4"""
3036,Mr.,Ryan,S,Andres,White,8/29/1999,male,17,B+,79.1,"5' 5"""
3037,Mr.,David,T,Stoltz,Lefevre,11/1/2000,male,16,A+,82.8,"5' 9"""
3038,Mr.,Glenn,V,James,Dery,4/6/1995,male,21,O+,78.4,"5' 10"""
3039,Mr.,Marcus,S,Lewellyn,Howard,9/10/2003,male,13,A+,37.8,"5' 5"""
3040,Mr.,Robert,A,Burns,Sexton,12/15/2001,male,14,A+,57.6,"5' 5"""
3041,Mr.,Henry,K,Brown,Tiggs,2/23/2011,male,5,AB+,14.1,"3' 10"""
3042,Mr.,Isaiah,S,Cochran,Welch,5/24/2004,male,12,O+,30.9,"5' 1"""
3043,Mr.,William,B,Allard,Morris,7/25/1994,male,22,B+,69.2,"5' 7"""
3044,Mr.,Tony,B,Poulin,Almodovar,7/12/2014,male,2,O+,10.8,"2' 9"""
3045,Mr.,Mark,B,Jones,Swider,6/6/2007,male,9,O+,25.7,"4' 4"""
3046,Mr.,Gary,M,Moore,Walker,8/9/2011,male,5,B+,18.9,"3' 4"""
3047,Mr.,Bobby,G,McCoy,Parker,10/15/2004,male,12,A+,33.9,"4' 8"""
3048,Mr.,Danny,R,Stewart,Daly,8/17/2005,male,11,B+,32.4,"4' 11"""
3049,Mr.,Samuel,A,Lopez,Monson,9/26/2012,male,4,A+,19.4,"3' 5"""
3050,Mr.,Burt,S,Cribbs,Lillie,4/8/1994,male,22,A+,79.0,"5' 7"""
3051,Mr.,Chad,L,Starks,Lucas,3/10/2005,male,11,A+,27.7,"5' 1"""
3052,Mr.,Aaron,K,Callaway,Powers,7/27/2009,male,7,O+,19.6,"3' 10"""
3053,Mr.,Jaime,C,Cohen,Langston,8/26/1996,male,20,O+,70.0,"5' 11"""
3054,Mr.,Stanley,D,Smith,Stockman,10/27/2003,male,13,A+,48.8,"5' 6"""
3055,Mr.,Donald,M,Jasso,Robinson,4/21/1997,male,19,O+,87.0,"5' 5"""
3056,Mr.,Jonathan,C,Davis,Coats,1/7/2011,male,5,O+,24.4,"3' 3"""
3057,Mr.,Shannon,A,Valentine,Jock,2/19/2006,male,10,B+,29.1,"4' 11"""
3058,Mr.,Gregory,C,Ericson,Whittenburg,2/3/2014,male,2,O+,11.8,"2' 11"""
3059,Mr.,Anthony,P,Sousa,Buckley,4/17/1995,male,21,O+,108.1,"6' 1"""
3060,Mr.,Alberto,K,Rozier,Richmond,12/16/2008,male,7,A+,20.3,"4' 4"""
3061,Mr.,Deon,J,Todd,Fields,9/2/2009,male,7,O+,29.8,"4' 2"""
3062,Mr.,Daniel,J,Steger,Tucker,3/25/2003,male,13,B+,58.5,"5' 6"""
3063,Mr.,Michael,C,Blizzard,Darrell,1/16/1994,male,22,B+,93.3,"5' 11"""
3064,Mr.,Kenneth,S,Dixon,Herring,8/6/1997,male,19,AB-,92.9,"5' 10"""
3065,Mr.,Anthony,V,Brooks,Barlett,6/17/2012,male,4,A-,15.6,"3' 4"""
3066,Mr.,Michael,W,Dawson,Goodman,4/4/1998,male,18,A+,57.3,"6' 0"""
3067,Mr.,Ted,A,Vivian,Marshall,8/7/1995,male,21,A+,63.7,"6' 0"""
3068,Mr.,Adam,W,Heinen,Moses,3/3/2006,male,10,O+,37.1,"4' 7"""
3069,Mr.,Willis,J,Mullett,Jones,8/4/1994,male,22,A+,93.2,"5' 6"""
3070,Mr.,Pablo,G,Osborne,Biggers,6/1/2002,male,14,A+,67.6,"5' 3"""
3071,Mr.,Curtis,J,Eddings,Lott,2/27/1998,male,18,O+,92.9,"6' 0"""
3072,Mr.,Steven,K,Holden,Webb,8/18/1999,male,17,AB+,68.9,"6' 0"""
3073,Mr.,Michael,S,Thomas,Chavez,3/18/2008,male,8,O+,31.5,"4' 6"""
3074,Mr.,Richard,R,Hodges,Bellamy,8/20/1995,male,21,O+,76.6,"5' 10"""
3075,Mr.,Leonard,G,Robinson,Wilson,9/13/2008,male,8,B+,30.3,"4' 3"""
3076,Mr.,Stacy,J,Lamb,Dubois,1/30/2012,male,4,O+,21.0,"3' 5"""
3077,Mr.,Eddie,R,Woods,Alexander,6/4/1999,male,17,O-,92.5,"5' 7"""
3078,Mr.,Lewis,M,Young,Patterson,9/23/2006,male,10,O+,27.0,"4' 3"""
3079,Mr.,Richard,A,Mauro,Bennett,11/26/2010,male,5,O+,16.8,"3' 6"""
3080,Dr.,Dave,A,Gartner,Rhoades,10/31/2005,male,11,O+,28.1,"4' 7"""
3081,Mr.,Joseph,L,Marion,Hobbs,11/3/2014,male,2,A+,14.4,"2' 11"""
3082,Mr.,Stanley,E,Cornelius,Reaves,12/16/2010,male,5,A+,20.3,"3' 5"""
3083,Mr.,Joshua,T,Harrison,Gilliam,1/28/2007,male,9,A+,38.3,"4' 4"""
3084,Mr.,Christopher,V,Atkins,Lawson,9/5/2011,male,5,O+,20.0,"3' 10"""
3085,Mr.,John,L,Gleason,McClendon,1/26/2001,male,15,O-,64.8,"5' 5"""
3086,Mr.,John,K,Palm,Richardson,7/19/2004,male,12,B+,42.8,"5' 1"""
3087,Mr.,Ray,K,Friesen,Pagan,5/28/2008,male,8,A+,28.8,"4' 6"""
3088,Mr.,Kristopher,M,Spell,Cruz,2/3/2000,male,16,O+,65.6,"6' 2"""
3089,Mr.,Glenn,G,Thompson,Smith,7/26/2012,male,4,A-,13.8,"3' 1"""
3090,Mr.,Neil,K,Wen,James,7/31/2004,male,12,B+,49.2,"4' 10"""
3091,Mr.,Williams,A,Huff,Silver,11/14/1998,male,18,A+,64.6,"5' 5"""
3092,Mr.,Efrain,R,Steele,Taylor,12/28/1997,male,18,B+,57.4,"6' 2"""
3093,Mr.,Thomas,V,Chambers,Hicks,1/29/2005,male,11,O+,38.8,"5' 1"""
3094,Mr.,Michael,L,Hill,Sanchez,8/22/2008,male,8,O+,36.0,"4' 5"""
3095,Mr.,Joseph,B,Carter,McCammon,2/14/2000,male,16,AB-,65.6,"5' 5"""
3096,Mr.,Jesse,T,Snyder,Wicklund,2/22/2011,male,5,O+,19.7,"3' 7"""
3097,Mr.,Bradley,S,Rhyne,Khan,9/4/2010,male,6,B+,21.5,"4' 0"""
3098,Mr.,Derek,K,Williams,Miller,5/5/2008,male,8,O-,21.3,"4' 6"""
3099,Mr.,Kevin,D,Black,Williams,1/29/2007,male,9,O+,38.3,"4' 0"""
3100,Mr.,Joseph,T,Cain,Murray,2/16/1997,male,19,B+,92.3,"5' 7"""
3101,Mr.,Gary,J,Posey,Stanford,1/9/2010,male,6,A+,24.8,"3' 6"""
3102,Mr.,Harry,A,Dunmire,Jones,6/10/2007,male,9,O+,38.5,"4' 8"""
3103,Mr.,Christopher,A,Villarreal,Roe,11/20/2007,male,9,B+,42.2,"4' 2"""
3104,Mr.,Brian,E,Gause,Webb,6/5/2012,male,4,B+,21.0,"3' 6"""
3105,Mr.,Rodger,D,Osborne,Schofield,1/25/2008,male,8,O+,21.9,"4' 4"""
3106,Mr.,Nathan,M,Weathers,Young,11/21/2004,male,11,O+,46.5,"4' 5"""
3107,Mr.,Steven,S,Ericson,Reyes,12/19/2010,male,5,O+,20.7,"3' 8"""
3108,Dr.,Willard,T,Holub,Thomas,11/14/2010,male,6,A-,28.9,"4' 0"""
3109,Mr.,Bradley,R,Strain,Hodges,10/14/2010,male,6,O+,23.9,"3' 10"""
3110,Mr.,Larry,M,Hudnall,Bennett,4/28/2001,male,15,B+,51.0,"5' 6"""
3111,Mr.,Willie,L,Caplan,Cuthbert,10/9/2005,male,11,B+,49.4,"4' 9"""
3112,Mr.,Gregory,M,Farmer,Mack,6/26/2000,male,16,O+,69.8,"5' 5"""
3113,Mr.,Douglas,V,Cloud,Burrows,3/25/2006,male,10,A+,46.8,"4' 6"""
3114,Mr.,Kenneth,A,Fitts,Lowenthal,11/4/2013,male,3,A+,11.8,"3' 4"""
3115,Mr.,Brian,A,McAlister,Adler,10/9/2009,male,7,B+,29.8,"4' 2"""
3116,Mr.,Arthur,S,Raymond,Buchan,12/24/2009,male,6,O+,23.9,"3' 10"""
3117,Mr.,Jeffrey,B,Mitchell,Cannon,8/24/2004,male,12,O+,29.1,"5' 1"""
3118,Mr.,Stanley,T,Marcus,Parks,4/13/2010,male,6,B+,19.6,"4' 1"""
3119,Mr.,Jerry,N,McCool,Ponce,10/16/1998,male,18,O+,58.7,"5' 9"""
3120,Mr.,Ben,L,Montez,Bliss,10/15/2008,male,8,AB+,33.9,"4' 4"""
3121,Mr.,Carter,E,Gunn,McCowan,1/2/2012,male,4,AB+,20.9,"3' 6"""
3122,Mr.,Jason,P,Moya,Swofford,7/2/2005,male,11,A+,26.3,"4' 9"""
3123,Mr.,Robert,H,Christenson,Wallace,12/14/2010,male,5,A+,24.1,"3' 10"""
3124,Mr.,William,L,Strunk,Hill,12/23/1999,male,16,O+,59.7,"6' 0"""
3125,Mr.,Carl,R,Boles,Purcell,1/25/2006,male,10,B-,33.8,"4' 4"""
3126,Mr.,Trevor,K,Michel,Salcedo,11/18/2014,male,2,A+,12.2,"2' 11"""
3127,Mr.,Donald,F,Dudley,Kenney,12/10/2004,male,11,O+,45.7,"5' 2"""
3128,Mr.,Gary,S,Cardwell,Culp,4/9/2001,male,15,B+,67.4,"5' 10"""
3129,Mr.,Robert,C,Ayala,Sheehan,4/1/2013,male,3,O+,18.5,"3' 0"""
3130,Mr.,Melvin,C,Cook,Ware,5/19/1998,male,18,B+,51.7,"5' 5"""
3131,Mr.,Peter,F,Martindale,Chea,5/26/2009,male,7,B+,26.2,"3' 8"""
3132,Mr.,Philip,E,Foreman,Simmons,8/12/2004,male,12,B+,35.6,"5' 1"""
