Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
2370,female,Dr.,Miriam,W,Hoffmann,Gowins,7/4/1996,20,A+,73.5,"5' 9"""
2371,female,Ms.,Maggie,L,Pittman,Lewis,4/4/2010,6,A+,25.8,"3' 6"""
2372,female,Mrs.,Sandra,C,Fleming,Anders,8/21/2003,13,B+,64.8,"5' 2"""
2373,female,Mrs.,Maria,D,Stamey,Porter,4/26/1996,20,AB+,59.2,"5' 5"""
2374,female,Ms.,Mary,C,Hess,Leach,7/20/2006,10,O+,26.0,"4' 10"""
2375,female,Ms.,Joan,T,Nutter,Cornejo,9/16/1998,18,O+,65.3,"5' 0"""
2376,female,Mrs.,Deanna,J,Lilly,Philip,7/30/1998,18,B+,54.5,"5' 3"""
2377,female,Ms.,Linda,M,Bascom,Cooper,5/2/1997,19,O+,72.0,"5' 0"""
2378,female,Ms.,Joan,P,Tillison,Hood,8/16/2011,5,AB+,18.5,"3' 5"""
2379,female,Mrs.,Virginia,E,Meyers,Sanchez,5/14/2010,6,O-,17.5,"3' 10"""
2380,female,Mrs.,Sharon,J,Miller,Rasmussen,9/19/1999,17,O+,77.4,"5' 0"""
2381,female,Ms.,Joan,D,Durst,Swartz,5/3/2002,14,B+,47.4,"5' 0"""
2382,female,Mrs.,Cammie,L,Mettler,McManus,6/29/1999,17,O+,86.2,"5' 6"""
2383,female,Mrs.,Mary,G,Powell,Garcia,3/24/2012,4,A-,15.2,"3' 4"""
2384,female,Ms.,Lorie,L,Harper,Wade,3/3/1997,19,O-,68.3,"5' 5"""
2385,female,Mrs.,Patricia,A,Beck,Gerow,4/16/2004,12,B+,64.3,"5' 3"""
2386,female,Mrs.,Mary,J,Durocher,Hayden,8/31/2000,16,O+,42.3,"5' 8"""
2387,female,Mrs.,Tiffani,J,Davidson,Weaver,9/5/2002,14,A+,63.2,"5' 7"""
2388,female,Mrs.,Helen,S,Lyman,Hale,9/25/2013,3,O+,17.2,"3' 0"""
2389,female,Mrs.,Rita,W,Fridley,Claytor,8/9/2001,15,O+,61.0,"5' 1"""
2390,female,Mrs.,Marie,E,Johnson,Lebron,8/1/1999,17,O-,75.7,"5' 7"""
2391,female,Mrs.,Ruby,C,Torres,Campbell,7/29/2007,9,O+,32.5,"4' 4"""
2392,female,Ms.,Stephanie,L,Faulkner,Paxson,1/3/2007,9,B+,22.1,"4' 7"""
2393,female,Mrs.,Cynthia,C,Wilson,Bunch,11/19/2000,16,O+,75.8,"5' 0"""
2394,female,Mrs.,Sophie,R,Davis,Gonzalez,1/6/2005,11,O+,55.6,"5' 1"""
2395,female,Ms.,Billie,B,Thomas,Duncan,1/23/1998,18,O+,54.2,"5' 3"""
2396,female,Ms.,Sherry,H,Lemus,Strickland,5/8/2012,4,B+,19.5,"3' 2"""
2397,female,Mrs.,Elizabeth,F,Daniels,Rodarte,1/18/2010,6,B+,23.3,"4' 0"""
2398,female,Ms.,Mable,J,Winslow,Arroyo,11/30/2009,6,B+,25.6,"3' 8"""
2399,female,Ms.,Brandi,F,Hawkins,Maas,4/15/1996,20,O+,57.7,"5' 9"""
2400,female,Mrs.,Beverly,C,Liston,Drummond,8/17/1997,19,O-,50.2,"5' 1"""
2401,female,Mrs.,Ruth,T,Lincoln,Taft,12/22/2012,3,B+,11.1,"2' 11"""
2402,female,Ms.,Mariann,L,Phillips,Sisson,1/21/2014,2,B+,10.8,"2' 10"""
2403,female,Ms.,Nellie,D,Doughty,Young,1/13/2007,9,A+,37.2,"4' 1"""
2404,female,Ms.,Ruth,C,Woodall,Jones,5/14/2002,14,A+,45.7,"5' 2"""
2405,female,Dr.,Tracy,B,Zuniga,Grubbs,12/17/1994,21,O+,73.6,"5' 1"""
2406,female,Mrs.,Tina,G,Lim,Takahashi,6/29/2003,13,A+,55.0,"5' 3"""
2407,female,Mrs.,Elizabeth,D,Palma,Bobadilla,3/17/2009,7,O+,25.4,"4' 2"""
2408,female,Mrs.,Kimberly,A,Rose,Gibson,12/5/1993,22,B+,96.7,"5' 9"""
2409,female,Ms.,Kasandra,J,Caruso,Bailey,11/26/2004,11,A+,40.9,"4' 10"""
2410,female,Ms.,Velma,M,Soto,Callaway,4/18/2013,3,O+,17.1,"2' 11"""
2411,female,Dr.,Elizabeth,K,Nguyen,Bell,3/30/1994,22,O+,56.9,"5' 4"""
2412,female,Ms.,Pamela,J,Weathers,Gehring,4/22/2008,8,A+,25.9,"4' 2"""
2413,female,Mrs.,Jamie,S,Strahan,Walker,6/7/2013,3,A+,16.9,"3' 2"""
2414,female,Ms.,Dawn,D,Ferguson,Edwards,4/2/1999,17,A+,51.5,"5' 1"""
2415,female,Ms.,Bobbi,T,Butler,Willson,11/12/2011,5,A+,23.7,"3' 7"""
2416,female,Mrs.,Sharon,D,Wilson,Dixon,12/1/2007,8,B+,22.7,"4' 4"""
2417,female,Ms.,Regan,S,Dunston,Steinhoff,11/9/2008,8,A+,21.2,"3' 11"""
2418,female,Ms.,Mary,J,Brown,Davey,10/23/1994,22,O+,67.2,"5' 9"""
2419,female,Ms.,Joan,W,Roberson,McDowell,10/12/2001,15,AB+,48.5,"5' 3"""
2420,female,Mrs.,Jennifer,T,Vara,Skiles,1/22/2001,15,B+,76.3,"5' 6"""
2421,female,Mrs.,Janell,B,Coggins,Cannon,2/10/1994,22,B+,49.7,"5' 5"""
2422,female,Mrs.,Helen,C,Haynes,Brown,2/18/1999,17,B+,46.3,"4' 11"""
2423,female,Ms.,Denise,R,Anderson,Amerson,6/26/2007,9,A+,31.0,"4' 8"""
2424,female,Mrs.,Shelly,M,Greco,Gray,10/14/2012,4,O+,16.1,"3' 4"""
2425,female,Mrs.,Chelsea,J,Johnson,Hardy,2/1/2004,12,O+,44.9,"5' 2"""
2426,female,Mrs.,Gretchen,R,Wadsworth,Reynolds,10/5/2007,9,O+,30.1,"4' 1"""
2427,female,Mrs.,Mildred,W,Howell,Person,6/9/2002,14,O-,45.5,"5' 6"""
2428,female,Ms.,Stephanie,J,Thompson,Hill,5/10/1998,18,O+,77.6,"5' 1"""
2429,female,Mrs.,Millicent,J,Lombardi,Ness,12/1/2009,6,O+,17.2,"4' 0"""
2430,female,Mrs.,Emma,C,Bean,Campagna,5/24/2013,3,O+,16.4,"3' 4"""
2431,female,Dr.,Myra,W,Pierce,Lindsey,1/18/2005,11,B+,30.0,"4' 11"""
2432,female,Ms.,Wendy,M,Smith,Smalls,5/2/2007,9,A+,32.1,"4' 5"""
2433,female,Ms.,Leticia,R,Ziolkowski,Greer,1/6/1994,22,B+,91.6,"5' 3"""
2434,female,Mrs.,Virginia,R,Sandoz,Reid,8/27/1998,18,A+,59.0,"5' 1"""
2435,female,Mrs.,Lola,W,Ford,Hawkinson,2/5/2007,9,O+,21.0,"4' 4"""
2436,female,Ms.,Karen,J,McCallum,Pelfrey,12/25/2005,10,A-,41.5,"4' 8"""
2437,female,Ms.,Yvonne,J,Newton,Koerner,6/30/2010,6,B+,22.1,"3' 8"""
2438,female,Ms.,Martha,J,Ruiz,Brown,1/15/2005,11,O+,52.5,"5' 1"""
2439,female,Mrs.,Charlotte,B,Martin,Pointer,11/29/2003,12,A+,65.0,"4' 7"""
2440,female,Ms.,Gayle,J,Johnson,Grant,10/29/2014,2,O+,15.1,"2' 9"""
2441,female,Ms.,Callie,P,Foster,Foster,8/9/1999,17,A+,70.5,"5' 4"""
2442,female,Ms.,Samantha,R,Evans,Nelson,2/3/2007,9,B+,27.4,"4' 5"""
2443,female,Ms.,Joanne,M,Guillen,Cave,10/31/1997,19,A+,55.5,"5' 7"""
2444,female,Ms.,Jana,H,Bradley,Sanders,11/29/2005,10,B+,28.9,"4' 2"""
2445,female,Ms.,Dorothy,D,Medina,Katz,3/21/1999,17,B+,69.4,"4' 11"""
2446,female,Ms.,Gloria,R,Wood,Sheley,8/29/1997,19,A+,59.7,"5' 5"""
2447,female,Ms.,Drema,J,Chambless,Byrd,9/17/2000,16,A+,71.1,"5' 8"""
2448,female,Mrs.,Jeannette,N,Lew,Garrett,8/17/2014,2,O+,13.7,"2' 7"""
2449,male,Mr.,William,M,Winter,McCormick,8/28/1994,22,A+,65.6,"5' 7"""
2450,female,Ms.,Heather,E,Evers,Perez,5/25/2006,10,O+,49.0,"4' 4"""
2451,female,Mrs.,Bessie,J,Buehler,Purdy,4/15/2008,8,O+,28.9,"4' 1"""
2452,female,Ms.,Pamela,D,Arrington,Brown,3/3/2012,4,A+,18.9,"3' 3"""
2453,female,Mrs.,Penelope,R,Howell,Garrett,9/16/2003,13,O+,69.3,"4' 11"""
2454,female,Ms.,Kathy,W,Noll,Howells,5/17/1998,18,A+,49.2,"5' 1"""
2455,female,Ms.,Norma,R,Linkous,Munson,10/17/2013,3,O+,12.2,"3' 3"""
2456,female,Mrs.,Shirley,A,Taylor,Roark,12/15/2002,13,O+,63.5,"5' 2"""
2457,female,Ms.,Ellen,B,Phipps,Pineda,9/25/2010,6,A+,23.8,"4' 0"""
2458,female,Mrs.,Abigail,E,Beaudin,Lucero,3/3/2010,6,O+,20.2,"4' 1"""
2459,female,Mrs.,Martha,R,Ortiz,Christian,9/23/2005,11,B+,56.0,"4' 6"""
2460,female,Ms.,Nancy,J,Flores,White,9/14/2012,4,B+,14.9,"3' 7"""
2461,female,Ms.,Roberta,G,Pendleton,Roling,6/12/2010,6,B+,23.8,"3' 11"""
2462,female,Ms.,Rebecca,R,Fisher,Bedwell,4/5/2002,14,B+,76.0,"4' 11"""
2463,female,Mrs.,Heather,R,Martin,Williams,5/17/1997,19,B+,71.4,"5' 1"""
2464,female,Mrs.,Mary,M,Her,Lenk,5/4/2003,13,A+,41.1,"5' 0"""
2465,female,Mrs.,Melissa,A,Robson,Judd,8/17/2002,14,AB+,48.2,"5' 0"""
2466,female,Mrs.,Christy,M,Keller,Elkins,12/20/1994,21,A+,95.0,"5' 8"""
2467,female,Mrs.,Melody,B,Bently,Hardin,5/23/2006,10,O+,30.9,"4' 11"""
2468,female,Ms.,Amanda,P,Natale,Gray,8/26/1995,21,O+,93.3,"5' 5"""
2469,female,Mrs.,Christy,J,Buse,Martin,4/15/2000,16,B+,56.0,"5' 3"""
2470,female,Ms.,Angelica,W,Williams,McBrayer,6/28/2002,14,A+,76.2,"5' 8"""
2471,female,Mrs.,Jolene,G,Constantine,Burkhart,5/2/2004,12,B+,65.7,"5' 1"""
2472,female,Ms.,Rachel,K,Stuart,Richardson,3/2/2013,3,B+,15.8,"2' 11"""
2473,female,Ms.,Rosie,M,Scott,Adkisson,10/1/2013,3,A-,15.0,"2' 11"""
2474,female,Ms.,Dori,R,Viveros,Hamilton,12/11/2007,8,AB+,29.0,"3' 10"""
2475,female,Mrs.,Nancy,D,Stair,Way,1/20/1997,19,O+,77.6,"5' 2"""
2476,female,Ms.,Dorothy,C,Kegler,Gowan,7/25/2004,12,B-,30.7,"5' 3"""
2477,female,Ms.,Donna,A,Lee,Grice,12/30/1995,20,O+,74.1,"5' 7"""
2478,female,Mrs.,Jacqueline,B,Ferris,Mendez,3/23/2002,14,B+,75.7,"5' 2"""
2479,female,Mrs.,Ariel,L,Ashby,Sarmiento,12/7/2001,14,O+,44.7,"5' 2"""
2480,female,Ms.,Virginia,J,Pike,Cleveland,5/3/2002,14,B+,59.6,"5' 1"""
2481,female,Ms.,Gail,W,Fredericks,Holland,9/7/2005,11,O+,49.2,"4' 4"""
2482,female,Ms.,Juanita,S,William,Clark,11/25/2003,12,A-,34.6,"5' 3"""
2483,female,Ms.,Sara,M,Murphy,Coley,6/22/2002,14,AB+,54.1,"4' 11"""
2484,female,Mrs.,Maria,C,Merry,Wallace,3/31/2006,10,O+,42.4,"4' 9"""
2485,female,Ms.,Shirley,K,Gilkey,Holliman,12/14/2011,4,O+,19.8,"3' 3"""
2486,female,Ms.,Mitzi,L,Macpherson,Brown,1/24/2001,15,AB+,53.4,"5' 1"""
2487,female,Mrs.,Charlene,T,Jeffreys,Cahill,5/27/1997,19,O-,51.8,"5' 9"""
2488,female,Mrs.,Dianna,E,Young,Hutchinson,12/29/2011,4,A+,12.3,"3' 7"""
2489,female,Ms.,Ellen,M,Potts,Fink,11/29/2000,15,O+,40.8,"5' 8"""
2490,female,Ms.,Dorthy,J,Bethea,Wallace,9/17/2011,5,B+,16.1,"3' 3"""
2491,female,Ms.,Mary,M,Smith,Shaw,10/14/1997,19,O+,66.4,"5' 9"""
2492,female,Ms.,Delores,T,Herb,Ellis,12/15/1995,20,O-,60.4,"5' 4"""
2493,female,Mrs.,Jacquelyn,M,Sanchez,Watson,5/15/1996,20,A+,87.4,"5' 3"""
2494,female,Ms.,Ruth,S,Hunt,Mazzeo,12/17/2001,14,A+,64.2,"4' 11"""
2495,female,Mrs.,Colleen,K,Gardner,Richardson,12/26/2010,5,O+,19.9,"3' 5"""
2496,female,Dr.,Edna,A,Ramirez,West,7/24/2002,14,B+,62.6,"5' 2"""
2497,female,Ms.,Eunice,J,Ballinger,McGowan,12/22/2010,5,B+,18.9,"3' 4"""
2498,female,Ms.,Kyra,J,Bradley,Pounds,1/10/2014,2,B+,13.9,"2' 7"""
2499,female,Mrs.,Elaine,J,Garrett,Judge,8/22/2009,7,O+,20.5,"3' 9"""
2500,female,Mrs.,Doris,H,Kinney,Hughes,2/11/2008,8,O-,35.5,"4' 6"""
2501,female,Mrs.,Katharine,E,Eusebio,Willis,9/8/2005,11,B+,31.1,"4' 11"""
2502,female,Mrs.,Vicki,G,Mulligan,Patel,1/24/2006,10,B+,43.0,"4' 9"""
2503,female,Mrs.,Darlene,K,Burlison,Reeves,4/8/2005,11,B+,36.7,"4' 11"""
2504,female,Ms.,Tricia,J,Vick,Bailey,9/9/2012,4,AB+,17.3,"3' 5"""
2505,female,Ms.,Joan,R,Lovejoy,Obrien,9/9/1998,18,AB+,58.2,"5' 4"""
2506,female,Ms.,Halina,P,Castro,Hamilton,6/18/2004,12,O+,38.0,"4' 8"""
2507,female,Mrs.,Josephine,A,Keller,O'Connor,8/19/2009,7,O-,32.4,"3' 10"""
2508,female,Mrs.,Gladys,D,Finney,Kim,6/27/2003,13,B+,48.4,"5' 1"""
2509,female,Mrs.,Jasmine,R,Garney,Lovell,9/13/2008,8,O+,29.3,"4' 7"""
2510,female,Ms.,Lan,M,Mahmood,Guerra,6/16/2002,14,AB+,46.8,"4' 11"""
2511,female,Dr.,Daphne,O,Toler,Kramer,10/29/2001,15,O+,44.9,"5' 7"""
2512,female,Ms.,Albertine,E,Benge,Rodriguez,1/15/2012,4,A+,15.1,"3' 1"""
2513,female,Ms.,Edith,M,Ivie,Fritz,4/13/2003,13,O+,62.2,"5' 4"""
2514,female,Mrs.,Martha,R,Lester,Tran,1/23/2001,15,A+,51.7,"5' 2"""
2515,female,Ms.,Estela,J,Rose,Monty,10/18/2002,14,AB-,74.4,"5' 7"""
2516,female,Ms.,Lou,M,Rodriguez,Finch,8/7/1997,19,O-,80.7,"5' 7"""
2517,female,Ms.,Betty,J,Schreiner,Correll,5/29/2010,6,O+,18.7,"3' 10"""
2518,female,Mrs.,Freda,R,Wallace,Willis,5/21/2010,6,A+,28.3,"3' 9"""
2519,female,Ms.,Maryam,H,Lee,Gallucci,7/28/2003,13,A+,72.8,"5' 3"""
2520,female,Ms.,Angelina,W,Ray,Lacasse,4/11/1999,17,O+,52.4,"5' 0"""
2521,female,Dr.,Vanessa,J,Saunders,Hinkel,9/23/2007,9,O+,32.2,"4' 1"""
2522,female,Mrs.,Phyllis,J,Turner,Staley,12/26/1997,18,O+,72.8,"5' 1"""
2523,female,Ms.,Mildred,M,Henkle,Skinner,5/28/2012,4,B+,18.0,"3' 4"""
2524,female,Mrs.,Sandra,J,Pereira,Burks,11/13/2012,4,B+,15.8,"3' 2"""
2525,female,Ms.,Vivian,J,Tracy,Ray,4/14/2012,4,B+,22.0,"3' 6"""
2526,female,Ms.,Virginia,A,Davis,Tabor,7/11/2005,11,O+,41.7,"4' 10"""
2527,female,Ms.,Mary,C,Epperson,Huber,12/6/2007,8,B+,29.7,"3' 10"""
2528,female,Mrs.,Hana,A,Vargas,Gonzalez,6/26/2005,11,O-,26.0,"4' 6"""
2529,female,Ms.,Erlinda,S,Thompson,Lara,7/1/2014,2,A+,14.8,"2' 10"""
2530,female,Ms.,Luz,M,Bateman,Ransom,1/15/1997,19,O+,55.7,"5' 3"""
2531,female,Mrs.,Vivian,J,Baskin,Hodges,2/18/1994,22,A+,61.1,"5' 7"""
2532,female,Mrs.,Martine,M,Shipley,Richardson,4/1/2010,6,O+,26.4,"3' 11"""
2533,female,Ms.,Colleen,J,Hubert,Christensen,4/23/2009,7,A+,27.5,"3' 10"""
2534,female,Ms.,Nita,W,Smith,Laseter,1/2/2011,5,A-,17.8,"3' 9"""
2535,female,Mrs.,Lona,R,Madden,McClure,12/29/2009,6,B+,16.6,"3' 6"""
2536,female,Mrs.,Shirley,N,Hatch,Taylor,8/19/2010,6,A+,20.2,"3' 10"""
2537,female,Mrs.,Jessica,B,McDaniels,Davis,5/2/2011,5,O+,19.6,"3' 5"""
2538,female,Mrs.,Katherine,B,Shook,Kim,10/30/1999,17,A+,58.5,"5' 3"""
2539,female,Ms.,Crystal,L,Thompson,McDonald,8/7/2005,11,O+,58.1,"4' 6"""
2540,female,Ms.,Eileen,G,Riggs,Sanders,5/30/2002,14,B+,75.1,"5' 1"""
2541,female,Ms.,Mary,F,Cleveland,Madsen,11/28/2009,6,A+,17.9,"3' 7"""
2542,female,Ms.,Sandra,M,Garrison,Sanders,1/23/1996,20,A+,64.6,"5' 8"""
2543,female,Ms.,Thelma,J,White,Harvey,12/21/1994,21,B+,52.3,"5' 6"""
2544,female,Ms.,Arielle,H,Stout,Bennett,2/12/2013,3,O+,15.4,"3' 3"""
2545,female,Ms.,Mary,B,Larkin,Jernigan,1/14/1996,20,B+,80.0,"5' 4"""
2546,female,Mrs.,Sally,J,Stanley,Allen,9/13/2012,4,O+,21.8,"3' 1"""
2547,female,Ms.,Eula,R,Pearl,Mauricio,11/10/1996,20,O+,80.0,"5' 1"""
2548,female,Ms.,Vera,O,Spradlin,Barreto,9/13/2014,2,A+,13.6,"2' 10"""
2549,female,Mrs.,Anita,K,Long,Collier,2/8/2006,10,B+,38.4,"4' 2"""
2550,female,Ms.,Julie,C,Arbuckle,Lopez,2/4/2003,13,B+,57.2,"5' 5"""
2551,female,Mrs.,Kelly,J,Cornman,Camacho,4/2/1996,20,O+,48.3,"5' 9"""
2552,male,Mr.,William,E,Begley,Tapia,8/18/1995,21,B+,69.8,"5' 8"""
2553,female,Ms.,Desirae,G,Walters,Cantrell,6/3/2004,12,B+,40.5,"4' 11"""
2554,female,Mrs.,Candace,T,Carl,Talley,11/13/2000,16,A+,48.5,"5' 7"""
2555,female,Mrs.,Claire,J,Berger,McGinnis,5/25/2007,9,A+,28.5,"4' 2"""
2556,female,Ms.,Julia,J,Madrid,Schaffer,9/10/2007,9,O+,42.1,"4' 2"""
2557,female,Ms.,Phyllis,J,Wilson,Logan,10/2/2014,2,O+,13.3,"2' 9"""
2558,female,Mrs.,Rosa,A,Robinson,Battles,7/22/2003,13,A-,47.9,"4' 11"""
2559,female,Ms.,Marcella,K,Ventura,Buda,6/21/2014,2,O+,10.5,"2' 9"""
2560,female,Mrs.,Alicia,D,Jones,Clough,1/6/2014,2,O-,14.6,"3' 0"""
2561,female,Mrs.,Pamela,N,Simmons,Devos,1/31/2005,11,O+,54.7,"4' 9"""
2562,female,Ms.,Laura,G,Sommer,Bone,11/21/2013,2,A-,10.0,"2' 7"""
2563,female,Mrs.,Dorothy,R,Acton,Bailey,4/26/2007,9,B-,31.6,"4' 3"""
2564,female,Ms.,Grace,R,Greiner,Linscott,5/1/2005,11,B+,44.0,"4' 6"""
2565,female,Ms.,Colleen,R,Duarte,Kramer,9/12/2002,14,A+,70.7,"4' 11"""
2566,female,Mrs.,Lily,W,Hall,Price,10/25/1999,17,AB+,43.9,"5' 4"""
2567,female,Mrs.,Francis,G,Pierro,Searle,11/18/1995,21,O+,54.7,"5' 9"""
2568,female,Mrs.,Patricia,L,Reitz,Pierce,12/10/2008,7,A+,19.0,"4' 0"""
2569,female,Ms.,Lula,O,Morris,Villarreal,2/27/1994,22,O+,75.5,"5' 6"""
2570,female,Mrs.,Inez,J,Jennings,King,12/11/2010,5,O+,19.3,"3' 5"""
2571,female,Ms.,Amy,A,Kuhn,Barkley,10/10/2004,12,B+,46.7,"4' 7"""
2572,female,Ms.,Linda,J,Morris,Dowdle,5/21/2014,2,O+,14.4,"2' 11"""
2573,female,Ms.,Patricia,M,Smith,Cobb,12/14/2011,4,A+,21.8,"3' 3"""
2574,female,Mrs.,Jodie,T,Shine,Cornwell,6/9/2013,3,B+,11.8,"2' 11"""
2575,female,Ms.,Norma,R,Whitesel,Brown,8/17/2008,8,A+,21.1,"4' 0"""
2576,female,Ms.,Betty,C,Mays,Henry,2/28/1995,21,AB+,69.8,"5' 8"""
2577,female,Ms.,Paula,J,Arnold,Byerly,1/8/1998,18,B+,70.7,"5' 4"""
2578,female,Mrs.,Evelyn,J,Jackson,Anderson,1/20/2000,16,A+,52.4,"5' 1"""
2579,female,Mrs.,Carrie,T,Morgan,Carbaugh,8/14/1994,22,O-,54.6,"5' 7"""
2580,female,Ms.,Tamika,M,Atkinson,Morgan,10/31/2010,6,O+,21.1,"3' 11"""
2581,female,Mrs.,Edith,D,Marrs,McCary,1/17/2006,10,O+,43.4,"4' 2"""
2582,female,Mrs.,Katie,R,McVey,Adcox,10/28/2011,5,O+,24.5,"3' 10"""
2583,female,Ms.,Cassandra,M,Long,Robles,7/10/1996,20,B+,56.2,"5' 9"""
2584,female,Ms.,Vanessa,R,Pagan,Eckel,11/13/2012,4,O-,19.3,"3' 2"""
2585,female,Ms.,Sarah,K,Jones,Gann,1/29/1994,22,B+,62.8,"5' 9"""
2586,female,Mrs.,Maria,T,Seibert,Edwards,1/9/2000,16,A+,78.0,"5' 5"""
2587,female,Mrs.,Tiffany,J,Warner,Alexander,3/4/1999,17,O-,48.7,"5' 0"""
2588,female,Ms.,Frances,H,Hilyard,McKibben,3/14/1999,17,A-,60.4,"5' 3"""
2589,female,Mrs.,Alma,J,Montgomery,Gutierrez,1/22/1994,22,A+,78.5,"5' 8"""
2590,female,Ms.,Alicia,R,Byerly,Bennington,11/15/1997,19,A+,85.2,"5' 1"""
2591,female,Mrs.,Barbara,S,Smart,Vogt,2/10/1996,20,B+,85.5,"5' 6"""
2592,female,Dr.,Florence,J,Briner,Arcand,7/11/1996,20,AB+,85.7,"5' 4"""
2593,female,Ms.,Cindy,D,Lee,Stern,1/23/2001,15,A+,48.8,"5' 3"""
2594,female,Mrs.,Kim,M,Smith,Soriano,3/11/2001,15,O+,77.7,"5' 3"""
2595,female,Ms.,Emily,J,Bechtold,Donato,4/15/2000,16,AB+,49.6,"4' 11"""
2596,female,Ms.,Susan,T,Koonce,Musson,4/6/1997,19,A+,85.6,"5' 9"""
2597,female,Ms.,Kelly,P,Smith,Hernandes,5/27/2014,2,B+,14.5,"2' 10"""
2598,female,Mrs.,Regina,C,Jackson,Barbour,3/1/2014,2,O+,13.3,"2' 9"""
2599,female,Mrs.,Marilyn,R,Ozuna,Buchanan,8/15/2008,8,O+,31.1,"4' 6"""
2600,female,Ms.,Kathy,R,Weese,Harrell,3/10/1997,19,O+,50.8,"5' 0"""
2601,female,Mrs.,Geraldine,J,Voss,Howell,3/31/1999,17,O+,68.0,"5' 2"""
2602,female,Mrs.,Karen,R,Nielsen,Best,9/15/1994,22,A+,55.9,"5' 1"""
2603,female,Mrs.,Natasha,R,Berry,Davis,5/10/2004,12,B+,47.5,"4' 11"""
2604,female,Ms.,Florence,S,Gent,Baker,2/17/2011,5,O+,23.8,"3' 9"""
2605,female,Mrs.,Nancy,P,Heffernan,Gosselin,1/12/1995,21,B+,94.2,"5' 6"""
2606,female,Ms.,Harriet,J,Vanderhoff,Talley,9/18/2004,12,A+,50.8,"5' 0"""
2607,female,Mrs.,Joyce,M,Young,Knight,2/2/1996,20,A+,85.8,"5' 4"""
2608,female,Ms.,Lois,H,Martin,Ryan,1/3/2000,16,O+,69.6,"5' 3"""
2609,female,Ms.,Ruth,T,Lott,Schilling,1/15/2005,11,O+,56.1,"4' 4"""
2610,female,Ms.,Francesca,F,Batchelor,Wilkinson,8/1/1997,19,AB+,52.1,"5' 2"""
2611,female,Mrs.,Sarah,L,Curry,Doering,11/5/2006,10,O-,24.7,"4' 4"""
2612,female,Mrs.,Alice,G,Rembert,Peters,7/25/1998,18,B+,72.9,"5' 3"""
2613,female,Ms.,Shirley,W,Harvill,Geraghty,4/21/2006,10,O-,30.5,"4' 2"""
2614,female,Mrs.,Deborah,W,Cartwright,Hara,2/26/2013,3,O+,17.9,"3' 0"""
2615,female,Ms.,Linda,P,Brown,Shea,3/24/2013,3,B+,14.2,"3' 3"""
2616,female,Ms.,Michelle,S,Maynard,Short,10/16/1999,17,B+,43.0,"5' 6"""
2617,female,Mrs.,Stephanie,D,Addington,Richards,5/25/2014,2,B+,11.2,"2' 11"""
2618,female,Mrs.,Lisa,J,Yates,Velarde,2/5/2006,10,O+,29.1,"4' 8"""
2619,female,Ms.,Mary,E,Harrison,Grimes,11/6/2001,15,A+,46.8,"5' 6"""
2620,female,Mrs.,Clara,P,Shepardson,Jordan,5/29/2008,8,A+,28.6,"4' 1"""
2621,female,Ms.,Elizabeth,D,Morales,Watts,12/4/1999,16,O+,50.4,"5' 6"""
2622,female,Mrs.,Susie,A,Burchfield,Barry,4/13/2008,8,A+,22.4,"4' 6"""
2623,female,Ms.,Candida,J,Kratz,Dubois,2/2/2003,13,O+,54.9,"5' 7"""
2624,female,Mrs.,Robyn,W,Dutton,Stewart,2/5/2012,4,B+,16.0,"3' 4"""
2625,female,Ms.,June,P,Bright,Douglas,11/12/2011,5,O-,20.2,"3' 7"""
2626,female,Mrs.,Benita,C,Jeon,Leyva,3/28/2013,3,B+,14.9,"3' 2"""
2627,female,Ms.,Kim,A,Jones,Griswold,7/1/2004,12,O+,39.4,"5' 3"""
2628,female,Ms.,Doris,R,Phillips,Kelley,10/10/2013,3,B+,14.2,"2' 11"""
2629,female,Mrs.,Francis,J,Irvin,Maier,1/13/2009,7,A+,22.4,"3' 11"""
2630,female,Ms.,Margo,J,Wideman,Anderson,8/28/2005,11,B+,31.9,"5' 0"""
2631,male,Mr.,Nathan,E,Lucero,Matthews,10/1/2001,15,B+,69.5,"5' 11"""
2632,female,Ms.,Flora,J,Williams,Sanders,5/30/1996,20,O+,67.5,"5' 5"""
2633,female,Ms.,Carolyn,W,Sparks,Igo,1/16/2004,12,O+,57.9,"5' 1"""
2634,female,Ms.,Alexandra,J,Thatcher,Kline,12/17/2009,6,O+,26.3,"4' 0"""
2635,female,Ms.,Regina,F,Carter,Blanton,11/30/1996,19,A+,52.2,"5' 4"""
2636,female,Ms.,Loretta,M,Anderson,Haas,8/26/2011,5,O+,16.7,"3' 5"""
2637,female,Dr.,Billie,J,Brown,Chancey,6/2/1998,18,A+,76.8,"5' 1"""
2638,female,Mrs.,Johnna,P,Mosby,Hayes,4/7/2000,16,B+,61.6,"5' 8"""
2639,female,Ms.,Santa,J,Carr,Gray,1/5/1996,20,B+,85.5,"5' 6"""
2640,female,Ms.,Megan,C,Craver,Dominguez,12/3/2011,4,O+,19.9,"3' 3"""
2641,female,Mrs.,Sonya,T,Brady,Gates,1/23/2004,12,B+,41.8,"4' 6"""
2642,female,Ms.,Dorothy,D,Ramirez,Martin,5/23/1994,22,O+,59.5,"5' 5"""
2643,female,Mrs.,Barbara,L,Frank,Britton,6/6/1994,22,O+,55.4,"5' 7"""
